timestamp,IP_ORIGEM,PORTA_ORIGEM,ZONA_ORIGEM,IP_DESTINO,PORTA_DESTINO,ZONA_DESTINO,PROTOCOLO,APLICACAO,DURACAO_SESSAO,FINAL_SESSAO,BYTES,BYTES_RECEBIDOS,BYTES_ENVIADOS,LABEL
2022-09-06T14:20:37.000-03:00,150161196161,64792,UFPE,150.161.50.29,22,REDE_PRODUCAO,tcp,ssh,135,tcp-rst-from-client,11202,6163,5039,Legitimo
2022-09-06T14:21:10.000-03:00,150161196161,64796,UFPE,150.161.50.29,22,REDE_PRODUCAO,tcp,ssh,39,tcp-rst-from-client,5288,2641,2647,Legitimo
2022-09-06T14:21:26.000-03:00,150161196225,51386,UFPE,150.161.50.187,22,REDE_PRODUCAO,tcp,ssh,16,tcp-fin,31106,25703,5403,Legitimo
2022-09-06T14:21:42.000-03:00,150161196225,51388,UFPE,150.161.50.187,22,REDE_PRODUCAO,tcp,ssh,16,tcp-fin,186604,172503,14101,Legitimo
2022-09-06T14:21:53.000-03:00,150161196225,51390,UFPE,150.161.50.187,22,REDE_PRODUCAO,tcp,ssh,16,tcp-fin,144378,134583,9795,Legitimo
2022-09-06T14:31:14.000-03:00,150161196146,35052,UFPE,150.161.50.187,22,REDE_PRODUCAO,tcp,ssh,16,tcp-fin,23189,15779,7410,Legitimo
2022-09-06T14:38:00.000-03:00,150.161.1.78,61987,UFPE,150.161.50.197,22,REDE_PRODUCAO,tcp,ssh,29,tcp-fin,7595,4675,2920,Legitimo
2022-09-06T14:38:04.000-03:00,150.161.1.78,63229,UFPE,150.161.50.191,22,REDE_PRODUCAO,tcp,ssh,13369,tcp-fin,27926187,21365731,6560456,Legitimo
2022-09-06T15:13:28.000-03:00,150161196182,51953,UFPE,150.161.50.136,22,REDE_PRODUCAO,tcp,ssh,3602,aged-out,13615,9689,3926,Legitimo
2022-09-06T15:16:40.000-03:00,150.161.1.78,61992,UFPE,150.161.50.253,22,REDE_PRODUCAO,tcp,ssh,2296,tcp-fin,7810,5148,2662,Legitimo
